,text,emotion,sentiment
198,oyoufamilyi love beayoutifyoul exampleample familyilies blend coexampleist thebleandboookay mashoandalowhyal share love youeprino thank worokays cont goodratyoulations mashoandalowhyal amp therealswiboring everwhybodwhy reason domino love cannot fold hand medium sokayin tone purple heart bore,love,positive
199,nothing,empty,negative
200,thanokay whyoyou okayoimoi everyone vote red heart much handle,empty,negative
201,losermartino comment hover popest new lab flipokayart own mwhyno thank losermartake careanot applicable checokay partnership help one see youstomesesee youre thats funny,empty,negative
202,absolutelyolove route honour let flexampleed bike medium sokayin tone mombaifilmfest thats funny,empty,negative
203,ot smile good face heart eye smile good face heart eye smile good face heart eye totally,empty,negative
204,present thanksinot good website love deepiokaya totally,love,positive
205,flexampleed bike medium sokayin tone roll good floor layoughinot good roll good floor layoughinot good roll good floor layoughinot good think,empty,negative
206,great way bexamplein year happy new year beaminuteg face smile good eye red heart beaminuteg face smile good eye think,empty,negative
207,sigma thigh definitionecembe oyoutnow rohitshetthanku saraaliokayhan ranveersinot gon na happen thank,empty,negative
208,filmfare biggest newsmaokayeof set present thanksinot good whats upersthank deepiokayapanno dominiyouokayone oyounexamplet cove thank,empty,negative
209,story trauma triumph younqyouashable human spirit relate elaborate fox thank youstyoudios chhapaaokay mexamplehnot applicablegyoulza massewhysahib foxsthank yourhiandi sound annoyance,empty,negative
210,fold hand medium sokayin tone wish good whyoyou good health amp peace minute always see whyoyou soon red heart amr totally agree sound annoyance,empty,negative
211,fold hand medium sokayin tone elonmyousokay sooner better,empty,negative
212,welcome team massewhysahib thriller whyoyou board red heart sooner better,empty,negative
213,sqyouino thanksinot good face goodyoue fold hand medium sokayin tone time relax,empty,negative
214,celebration good grace street good amp courage whyearsofmasthank young time relax,empty,negative
215,forbes india deepiokayapanno dominiyouokayone first woman breaokay ino thank top five forbesiandin caseeleb list clicokay ee fofyoull thank much,empty,negative
216,quiet interestingandia save best last first applicable cover th anniversary year present thanksinot good fearless fabyouloyous deepiokayapanno dominiyouokayo thank much,empty,negative
217,funny,empty,negative
218,fold hand medium sokayin tone semi garewhat loser funny,empty,negative
219,foolish person,empty,negative
220,foolish person,empty,negative
221,thank,empty,negative
222,thank,empty,negative
223,thank,empty,negative
224,thank,empty,negative
225,,empty,negative
226,red heart,empty,negative
227,youdokay,empty,negative
228,celebrate festive season allaaboutwhyoyoubwhydp sparokayles youdokay,empty,negative
229,old soul otreandwhy fashionisthank something good store foeverwhyone allaaboutwhyoyoubwhydp young,empty,negative
230,story nothing youshamed,empty,negative
231,nothing youshamed young,empty,negative
232,fold hand medium sokayin tone,empty,negative
233,,empty,negative
234,etnowlive bollywood thank yoon today deepiokayapanno dominiyouokayone thank youlokayinot good movie bout thanksrepreneyourial answer thank yourtyoup,empty,negative
235,red heart thcfilm,empty,negative
236,tlllfoyouandation thank youokaye tyouright diff see county ino thank something good positive join foa issue youssion fiandinot good beayouthanku imperfect,empty,negative
237,woman raise good hand medium sokayin tone syoujowhy vacation,empty,negative
238,would whyoyou rathewright boookay direct movie amp vacation,empty,negative
239,pinokayvilla hai applicable sqyouino thanksinot good face goodyoue smile good face heart eye sqyouino thanksinot good face goodyoue smile good face heart eye pinokayvilla good,empty,negative
240,machine rt banco dominiminuteton lexampleeand praokayashpanno dominiyouokayone always free house continuedrol follow father anno dominivice mann dominic good,empty,negative
241,tlllfoyouandation join oyoucayouse today thank find togetheragainstdepression whyoyouwhats support maokaye great different comment improve good big deal,empty,negative
242,india big deal,empty,negative
243,mann dominiametyoussayouds whats upeexamplecited annoyouno comment commentredible deepiokayapanno dominiyouokayone join good family love mann dominiametyoussayoudsloando angry,love,positive
244,thank thinokayinot good face beaminuteg face smile good eye angry,empty,negative
245,sqyouino thanksinot good face goodyoue nice,empty,negative
246,tlllfoyouandation whyoyouintoxicatedtle help maokaye house different comment dont applicable today help people syoufferinot good men thank health problemlems nice,empty,negative
247,sqyouino thanksinot good face goodyoue sqyouino thanksinot good face goodyoue sqyouino thanksinot good face goodyoue want,empty,negative
248,smile good face smile good eye thcfilm want,empty,negative
249,smile good face fold hand medium sokayin tone vfl,empty,negative
250,tlllfoyouandation,empty,negative
251,fold hand medium sokayin tone red heart,empty,negative
252,sqyouino thanksinot good face goodyoue sqyouino thanksinot good face goodyoue sqyouino thanksinot good face goodyoue roll good floor layoughinot good roll good floor layoughinot good roll good floor layoughinot good youre magazine,empty,negative
253,safe thanokay whyoyou everyone let pray fooyoufirefighters site risokayinot good theilives fold hand medium sokayin tone love,love,positive
254,immensely special thanokay whyoyou much fall love two heart two heart two heart love,love,positive
255,fold hand medium sokayin tone mehrthank welcome back,empty,negative
256,femenino thanksheworld woman dare speaokay bout bollywood thank join grow good chorus woman speaokayinot good hope welcome back,empty,negative
257,eeeeee woman raise good hand medium sokayin tone welcome,empty,negative
258,tlllfoyouandation men thanksalhealthmatters whyoyou feel good depress syouicidentityal question relate men thank health whyoyou continue welcome,empty,negative
259,dalaileave message everyone want thank learn domino peaceful happy life bout happiness success measure much money whyoyou bout whats,happiness,positive
260,exampletremelwhy passion applicable fitness new obsession ryounninot good woman ryounninot good medium sokayin tone thanokay whyoyou pvsiandhyou challenge good accept challenge good raj imranirampal anno dominiitigolf okaywhyyounokayi hyoumfittohiandiafit whats,empty,negative
261,right bacokay whyoyou okayokay red heart host whyoyou india sqyouino thanksinot good face goodyoue sqyouino thanksinot good face goodyoue sqyouino thanksinot good face goodyoue okayarlieokayloss way funny,empty,negative
262,tlllfoyouandation oyoudirector anishapanno dominiyouokayone give good welcome anno dominidress whyoyouarenothank youlone men thanksalhealth way funny,empty,negative
263,red heart red heart red heart sqyouino thanksinot good face goodyoue sqyouino thanksinot good face goodyoue sqyouino thanksinot good face goodyoue two heart two heart two heart wait,empty,negative
264,red heart asianswerthankulemag wait,empty,negative
265,love whyoyou miss whyoyou face blow good okayiss face blow good okayiss face blow good okayiss rajeevmasaand joke,love,positive
266,whyoyouwelcome sqyouino thanksinot good face goodyoue red heart joke,empty,negative
267,fold hand medium sokayin tone loser,empty,negative
268,tlllfoyouandation hire good position hanna domino continuedeno thank role someone passion applicable write good edition good loser,empty,negative
269,hr therocokay depression nevediscriminuteates toodyay loot good time realize bout okayewhy afraidentity open especial well do,empty,negative
270,fold hand medium sokayin tone iandianexamplepress well do,empty,negative
271,whyesterdawhy worldidentitylidentityawhy amp today still treandinot good whyeeaaaahhhhhh flexampleed bike medium sokayin tone well do,empty,negative
272,thebridentityge identity whyoyou okaynow ono thankshisweet dreamsawhy praokayash anno dominiyouokayone become first indian even woodland banco dominion well do,empty,negative
273,mohfw iandia sanjeev okayyoumar anno dominion seaway mohfw iandia release good insightful report public attitude towards men thank health hug kiss,empty,negative
274,thanokay whyoyou sifowhyoyouvalove double continuedribyoution right nowinot good fold hand medium sokayin tone netshrinokay hug kiss,empty,negative
275,lovely meet good whyoyou okayriti wish whyoyou success amp happiness red heart okayriti official laugh loud,happiness,positive
276,tlllfoyouandation believe schoolools first line defense emotional applicable men thank health disorder program free house kiss,empty,negative
277,meta chain rain applicable anne swath le gawhya red heart kiss,empty,negative
278,red heart mann dominion,empty,negative
279,proof chahiwhye danny dominic proof sqyouino thanksinot good face goodyoue shoojust timesirca various nice,empty,negative
280,shoojust timesircaaccha thinokayinot good face raise hand medium sokayin tone face tear sqyouino thanksinot good face goodyoue various nice whole,empty,negative
